  0%|                                                                                                                                          | 0/5118 [00:00<?, ?it/s]/data/pangzs/miniconda3/envs/etchat/lib/python3.10/site-packages/torch/utils/checkpoint.py:429: UserWarning: torch.utils.checkpoint: please pass in use_reentrant=True or use_reentrant=False explicitly. The default value of use_reentrant will be updated to be False in the future. To maintain current behavior, pass use_reentrant=True. It is recommended that you use use_reentrant=False. Refer to docs for more details on the differences between the two variants.
  warnings.warn(
You are not running the flash-attention implementation, expect numerical differences.
                                                                                                                                                                        
{'loss': 8.6604, 'grad_norm': 0.0, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 5.5473, 'grad_norm': 2.858949661254883, 'learning_rate': 1.712900418539183e-05, 'epoch': 0.27}
{'loss': 5.44, 'grad_norm': 2.524949073791504, 'learning_rate': 1.7124564623722455e-05, 'epoch': 0.27}
{'loss': 5.2459, 'grad_norm': 4.964323997497559, 'learning_rate': 1.7120122208443755e-05, 'epoch': 0.27}
{'loss': 5.3843, 'grad_norm': 3.6002328395843506, 'learning_rate': 1.7115676941335057e-05, 'epoch': 0.27}
{'loss': 4.9687, 'grad_norm': 2.9464213848114014, 'learning_rate': 1.7111228824176827e-05, 'epoch': 0.27}
{'loss': 5.6152, 'grad_norm': 3.3594155311584473, 'learning_rate': 1.7106777858750673e-05, 'epoch': 0.27}
{'loss': 5.0573, 'grad_norm': 2.9581961631774902, 'learning_rate': 1.7102324046839346e-05, 'epoch': 0.27}
{'loss': 5.4686, 'grad_norm': 2.878915309906006, 'learning_rate': 1.709786739022674e-05, 'epoch': 0.27}
{'loss': 5.1306, 'grad_norm': 3.0395336151123047, 'learning_rate': 1.709340789069788e-05, 'epoch': 0.27}
{'loss': 5.4529, 'grad_norm': 2.6672799587249756, 'learning_rate': 1.7088945550038935e-05, 'epoch': 0.27}
{'loss': 5.0778, 'grad_norm': 2.642049789428711, 'learning_rate': 1.708448037003721e-05, 'epoch': 0.27}
{'loss': 5.3713, 'grad_norm': 2.467292547225952, 'learning_rate': 1.708001235248115e-05, 'epoch': 0.27}
{'loss': 5.4023, 'grad_norm': 1.9754739999771118, 'learning_rate': 1.7075541499160336e-05, 'epoch': 0.27}
{'loss': 5.264, 'grad_norm': 2.929293155670166, 'learning_rate': 1.7071067811865477e-05, 'epoch': 0.27}
{'loss': 5.5333, 'grad_norm': 3.149198532104492, 'learning_rate': 1.706659129238843e-05, 'epoch': 0.27}
{'loss': 5.3726, 'grad_norm': 3.2571258544921875, 'learning_rate': 1.7062111942522177e-05, 'epoch': 0.27}
{'loss': 5.2976, 'grad_norm': 2.627788543701172, 'learning_rate': 1.7057629764060842e-05, 'epoch': 0.27}
{'loss': 5.1705, 'grad_norm': 3.206441640853882, 'learning_rate': 1.7053144758799668e-05, 'epoch': 0.28}
{'loss': 5.6104, 'grad_norm': 3.4798336029052734, 'learning_rate': 1.7048656928535045e-05, 'epoch': 0.28}
{'loss': 5.3915, 'grad_norm': 3.231689929962158, 'learning_rate': 1.704416627506449e-05, 'epoch': 0.28}
{'loss': 5.3152, 'grad_norm': 2.6864116191864014, 'learning_rate': 1.703967280018664e-05, 'epoch': 0.28}
{'loss': 5.5285, 'grad_norm': 3.5016677379608154, 'learning_rate': 1.703517650570128e-05, 'epoch': 0.28}
{'loss': 5.3978, 'grad_norm': 4.086134433746338, 'learning_rate': 1.703067739340931e-05, 'epoch': 0.28}
{'loss': 5.0818, 'grad_norm': 3.3605337142944336, 'learning_rate': 1.702617546511277e-05, 'epoch': 0.28}
{'loss': 5.4415, 'grad_norm': 3.456920862197876, 'learning_rate': 1.7021670722614817e-05, 'epoch': 0.28}
{'loss': 5.3138, 'grad_norm': 3.5052475929260254, 'learning_rate': 1.7017163167719743e-05, 'epoch': 0.28}
{'loss': 5.3015, 'grad_norm': 3.3273346424102783, 'learning_rate': 1.701265280223296e-05, 'epoch': 0.28}
{'loss': 5.4508, 'grad_norm': 3.855167865753174, 'learning_rate': 1.7008139627961012e-05, 'epoch': 0.28}
{'loss': 5.3991, 'grad_norm': 2.358285903930664, 'learning_rate': 1.700362364671157e-05, 'epoch': 0.28}
{'loss': 5.3782, 'grad_norm': 2.881227970123291, 'learning_rate': 1.699910486029342e-05, 'epoch': 0.28}
{'loss': 5.3455, 'grad_norm': 3.443093776702881, 'learning_rate': 1.699458327051647e-05, 'epoch': 0.28}
{'loss': 5.4278, 'grad_norm': 3.510728359222412, 'learning_rate': 1.699005887919177e-05, 'epoch': 0.28}
{'loss': 5.3073, 'grad_norm': 2.975064754486084, 'learning_rate': 1.698553168813147e-05, 'epoch': 0.28}
{'loss': 5.1469, 'grad_norm': 4.232022285461426, 'learning_rate': 1.6981001699148853e-05, 'epoch': 0.28}
{'loss': 5.4035, 'grad_norm': 3.2778375148773193, 'learning_rate': 1.697646891405832e-05, 'epoch': 0.28}
{'loss': 5.3092, 'grad_norm': 2.406400203704834, 'learning_rate': 1.6971933334675395e-05, 'epoch': 0.28}
{'loss': 5.4355, 'grad_norm': 3.2049248218536377, 'learning_rate': 1.6967394962816713e-05, 'epoch': 0.28}
{'loss': 5.1243, 'grad_norm': 2.4331014156341553, 'learning_rate': 1.696285380030004e-05, 'epoch': 0.28}
{'loss': 5.3464, 'grad_norm': 3.127434492111206, 'learning_rate': 1.6958309848944244e-05, 'epoch': 0.28}
{'loss': 5.3102, 'grad_norm': 3.633896827697754, 'learning_rate': 1.6953763110569325e-05, 'epoch': 0.28}
{'loss': 5.2397, 'grad_norm': 2.9562642574310303, 'learning_rate': 1.694921358699639e-05, 'epoch': 0.28}
{'loss': 5.2245, 'grad_norm': 2.7413125038146973, 'learning_rate': 1.6944661280047667e-05, 'epoch': 0.28}
{'loss': 5.5925, 'grad_norm': 6.983341217041016, 'learning_rate': 1.6940106191546493e-05, 'epoch': 0.28}
{'loss': 5.39, 'grad_norm': 3.4884588718414307, 'learning_rate': 1.6935548323317326e-05, 'epoch': 0.28}
{'loss': 5.1634, 'grad_norm': 2.6616296768188477, 'learning_rate': 1.693098767718573e-05, 'epoch': 0.28}
{'loss': 5.2507, 'grad_norm': 2.6023058891296387, 'learning_rate': 1.6926424254978388e-05, 'epoch': 0.28}
{'loss': 5.4675, 'grad_norm': 3.242820978164673, 'learning_rate': 1.692185805852309e-05, 'epoch': 0.28}
{'loss': 5.187, 'grad_norm': 2.6684017181396484, 'learning_rate': 1.6917289089648742e-05, 'epoch': 0.28}
{'loss': 5.1012, 'grad_norm': 2.530222177505493, 'learning_rate': 1.6912717350185353e-05, 'epoch': 0.28}
{'loss': 5.3762, 'grad_norm': 2.11543869972229, 'learning_rate': 1.6908142841964055e-05, 'epoch': 0.28}
{'loss': 5.4407, 'grad_norm': 2.596724271774292, 'learning_rate': 1.6903565566817073e-05, 'epoch': 0.28}
{'loss': 5.8038, 'grad_norm': 2.6637730598449707, 'learning_rate': 1.689898552657775e-05, 'epoch': 0.28}
{'loss': 5.2159, 'grad_norm': 2.8824868202209473, 'learning_rate': 1.689440272308054e-05, 'epoch': 0.28}
{'loss': 5.4564, 'grad_norm': 6.62028169631958, 'learning_rate': 1.688981715816099e-05, 'epoch': 0.28}
{'loss': 5.3043, 'grad_norm': 3.007779598236084, 'learning_rate': 1.688522883365576e-05, 'epoch': 0.28}
{'loss': 5.182, 'grad_norm': 2.228137969970703, 'learning_rate': 1.6880637751402623e-05, 'epoch': 0.28}
{'loss': 5.2143, 'grad_norm': 4.5542802810668945, 'learning_rate': 1.687604391324045e-05, 'epoch': 0.28}
{'loss': 5.1323, 'grad_norm': 3.5465316772460938, 'learning_rate': 1.6871447321009215e-05, 'epoch': 0.28}
{'loss': 5.7295, 'grad_norm': 4.329259872436523, 'learning_rate': 1.6866847976549988e-05, 'epoch': 0.28}
{'loss': 5.2823, 'grad_norm': 2.4817051887512207, 'learning_rate': 1.686224588170496e-05, 'epoch': 0.28}
{'loss': 5.6571, 'grad_norm': 2.476468086242676, 'learning_rate': 1.6857641038317404e-05, 'epoch': 0.28}
{'loss': 5.4154, 'grad_norm': 3.361630916595459, 'learning_rate': 1.6853033448231712e-05, 'epoch': 0.28}
{'loss': 5.2455, 'grad_norm': 2.66137957572937, 'learning_rate': 1.684842311329336e-05, 'epoch': 0.28}
{'loss': 5.342, 'grad_norm': 2.8930060863494873, 'learning_rate': 1.684381003534893e-05, 'epoch': 0.28}
{'loss': 5.3126, 'grad_norm': 2.5863845348358154, 'learning_rate': 1.683919421624611e-05, 'epoch': 0.28}
{'loss': 5.3538, 'grad_norm': 2.3579208850860596, 'learning_rate': 1.683457565783367e-05, 'epoch': 0.28}
{'loss': 5.3938, 'grad_norm': 3.398071765899658, 'learning_rate': 1.6829954361961492e-05, 'epoch': 0.28}
{'loss': 5.465, 'grad_norm': 4.448568344116211, 'learning_rate': 1.6825330330480545e-05, 'epoch': 0.28}
{'loss': 5.1994, 'grad_norm': 2.5603110790252686, 'learning_rate': 1.68207035652429e-05, 'epoch': 0.29}
{'loss': 5.5266, 'grad_norm': 2.401930093765259, 'learning_rate': 1.6816074068101715e-05, 'epoch': 0.29}
{'loss': 5.3544, 'grad_norm': 2.312438488006592, 'learning_rate': 1.6811441840911252e-05, 'epoch': 0.29}
{'loss': 5.1613, 'grad_norm': 2.63362455368042, 'learning_rate': 1.6806806885526864e-05, 'epoch': 0.29}
{'loss': 5.3437, 'grad_norm': 2.5898704528808594, 'learning_rate': 1.6802169203804992e-05, 'epoch': 0.29}
{'loss': 5.588, 'grad_norm': 3.466102361679077, 'learning_rate': 1.679752879760317e-05, 'epoch': 0.29}
{'loss': 5.2439, 'grad_norm': 6.514220714569092, 'learning_rate': 1.6792885668780026e-05, 'epoch': 0.29}
{'loss': 5.4725, 'grad_norm': 2.987626314163208, 'learning_rate': 1.6788239819195277e-05, 'epoch': 0.29}
{'loss': 5.2535, 'grad_norm': 2.886075019836426, 'learning_rate': 1.6783591250709726e-05, 'epoch': 0.29}
{'loss': 5.5657, 'grad_norm': 3.329238176345825, 'learning_rate': 1.6778939965185278e-05, 'epoch': 0.29}
{'loss': 5.2434, 'grad_norm': 2.6065590381622314, 'learning_rate': 1.677428596448491e-05, 'epoch': 0.29}
{'loss': 5.3166, 'grad_norm': 2.3570327758789062, 'learning_rate': 1.6769629250472696e-05, 'epoch': 0.29}
{'loss': 5.4639, 'grad_norm': 2.3400473594665527, 'learning_rate': 1.6764969825013795e-05, 'epoch': 0.29}
{'loss': 5.4615, 'grad_norm': 2.0783629417419434, 'learning_rate': 1.676030768997445e-05, 'epoch': 0.29}
{'loss': 5.1716, 'grad_norm': 2.587951421737671, 'learning_rate': 1.6755642847221992e-05, 'epoch': 0.29}
{'loss': 5.3379, 'grad_norm': 2.635817050933838, 'learning_rate': 1.6750975298624838e-05, 'epoch': 0.29}
{'loss': 5.6689, 'grad_norm': 2.4194445610046387, 'learning_rate': 1.674630504605248e-05, 'epoch': 0.29}
{'loss': 5.5179, 'grad_norm': 7.29240608215332, 'learning_rate': 1.6741632091375505e-05, 'epoch': 0.29}
{'loss': 5.0013, 'grad_norm': 2.2453954219818115, 'learning_rate': 1.6736956436465573e-05, 'epoch': 0.29}
{'loss': 4.9735, 'grad_norm': 2.673393487930298, 'learning_rate': 1.673227808319543e-05, 'epoch': 0.29}
{'loss': 5.2922, 'grad_norm': 3.1800167560577393, 'learning_rate': 1.6727597033438903e-05, 'epoch': 0.29}
{'loss': 5.4199, 'grad_norm': 3.006895065307617, 'learning_rate': 1.6722913289070896e-05, 'epoch': 0.29}
{'loss': 5.3322, 'grad_norm': 2.46806001663208, 'learning_rate': 1.671822685196739e-05, 'epoch': 0.29}
{'loss': 5.3557, 'grad_norm': 2.653782367706299, 'learning_rate': 1.6713537724005457e-05, 'epoch': 0.29}
{'loss': 5.4766, 'grad_norm': 2.9003045558929443, 'learning_rate': 1.6708845907063234e-05, 'epoch': 0.29}
{'loss': 5.2218, 'grad_norm': 2.5569632053375244, 'learning_rate': 1.6704151403019938e-05, 'epoch': 0.29}
{'loss': 5.589, 'grad_norm': 2.621075391769409, 'learning_rate': 1.6699454213755868e-05, 'epoch': 0.29}
{'loss': 5.635, 'grad_norm': 2.5950591564178467, 'learning_rate': 1.669475434115239e-05, 'epoch': 0.29}
{'loss': 5.547, 'grad_norm': 3.194784641265869, 'learning_rate': 1.669005178709195e-05, 'epoch': 0.29}
{'loss': 5.455, 'grad_norm': 4.1511430740356445, 'learning_rate': 1.6685346553458067e-05, 'epoch': 0.29}
{'loss': 5.2155, 'grad_norm': 2.232800245285034, 'learning_rate': 1.6680638642135337e-05, 'epoch': 0.29}
{'loss': 5.6395, 'grad_norm': 3.6714248657226562, 'learning_rate': 1.6675928055009417e-05, 'epoch': 0.29}
{'loss': 5.1772, 'grad_norm': 2.345162868499756, 'learning_rate': 1.667121479396705e-05, 'epoch': 0.29}
{'loss': 4.9965, 'grad_norm': 3.550772190093994, 'learning_rate': 1.6666498860896036e-05, 'epoch': 0.29}
{'loss': 5.1883, 'grad_norm': 3.9073431491851807, 'learning_rate': 1.666178025768526e-05, 'epoch': 0.29}
{'loss': 5.5989, 'grad_norm': 3.525272846221924, 'learning_rate': 1.6657058986224667e-05, 'epoch': 0.29}
{'loss': 5.2123, 'grad_norm': 3.464055061340332, 'learning_rate': 1.6652335048405275e-05, 'epoch': 0.29}
{'loss': 5.3377, 'grad_norm': 2.850313663482666, 'learning_rate': 1.6647608446119163e-05, 'epoch': 0.29}
{'loss': 4.9842, 'grad_norm': 2.2265067100524902, 'learning_rate': 1.6642879181259483e-05, 'epoch': 0.29}
{'loss': 5.3023, 'grad_norm': 2.7396914958953857, 'learning_rate': 1.663814725572045e-05, 'epoch': 0.29}
{'loss': 4.9876, 'grad_norm': 3.0093653202056885, 'learning_rate': 1.6633412671397357e-05, 'epoch': 0.29}
{'loss': 5.1402, 'grad_norm': 3.3209362030029297, 'learning_rate': 1.6628675430186543e-05, 'epoch': 0.29}
/data/pangzs/miniconda3/envs/etchat/lib/python3.10/site-packages/torch/utils/checkpoint.py:429: UserWarning: torch.utils.checkpoint: please pass in use_reentrant=True or use_reentrant=False explicitly. The default value of use_reentrant will be updated to be False in the future. To maintain current behavior, pass use_reentrant=True. It is recommended that you use use_reentrant=False. Refer to docs for more details on the differences between the two variants.
  warnings.warn(
                                                                                                                                                                        
{'loss': 5.4435, 'grad_norm': 2.8997812271118164, 'learning_rate': 1.662393553398542e-05, 'epoch': 0.29}
{'loss': 5.5219, 'grad_norm': 3.310084104537964, 'learning_rate': 1.661919298469247e-05, 'epoch': 0.29}
{'loss': 5.5812, 'grad_norm': 3.2687361240386963, 'learning_rate': 1.6614447784207226e-05, 'epoch': 0.29}
{'loss': 5.0419, 'grad_norm': 2.990200996398926, 'learning_rate': 1.660969993443029e-05, 'epoch': 0.29}
{'loss': 5.3404, 'grad_norm': 3.613431692123413, 'learning_rate': 1.6604949437263322e-05, 'epoch': 0.29}
{'loss': 5.1793, 'grad_norm': 2.42891526222229, 'learning_rate': 1.6600196294609047e-05, 'epoch': 0.29}
{'loss': 5.274, 'grad_norm': 2.788142681121826, 'learning_rate': 1.6595440508371238e-05, 'epoch': 0.29}
{'loss': 5.5989, 'grad_norm': 2.5237131118774414, 'learning_rate': 1.6590682080454748e-05, 'epoch': 0.29}
{'loss': 5.5629, 'grad_norm': 3.0791075229644775, 'learning_rate': 1.6585921012765465e-05, 'epoch': 0.29}
{'loss': 5.2255, 'grad_norm': 2.2645602226257324, 'learning_rate': 1.6581157307210345e-05, 'epoch': 0.3}
{'loss': 5.1234, 'grad_norm': 2.308243989944458, 'learning_rate': 1.6576390965697403e-05, 'epoch': 0.3}
{'loss': 5.3022, 'grad_norm': 2.695793628692627, 'learning_rate': 1.6571621990135708e-05, 'epoch': 0.3}
{'loss': 5.3537, 'grad_norm': 2.71425199508667, 'learning_rate': 1.6566850382435378e-05, 'epoch': 0.3}
{'loss': 5.0621, 'grad_norm': 2.596827268600464, 'learning_rate': 1.6562076144507595e-05, 'epoch': 0.3}
{'loss': 5.0944, 'grad_norm': 2.964061737060547, 'learning_rate': 1.6557299278264586e-05, 'epoch': 0.3}
{'loss': 5.1838, 'grad_norm': 2.032090187072754, 'learning_rate': 1.6552519785619633e-05, 'epoch': 0.3}
{'loss': 5.2163, 'grad_norm': 2.767374038696289, 'learning_rate': 1.6547737668487078e-05, 'epoch': 0.3}
{'loss': 5.332, 'grad_norm': 2.205798864364624, 'learning_rate': 1.6542952928782302e-05, 'epoch': 0.3}
{'loss': 5.3232, 'grad_norm': 2.301527976989746, 'learning_rate': 1.6538165568421742e-05, 'epoch': 0.3}
{'loss': 5.1377, 'grad_norm': 2.5917842388153076, 'learning_rate': 1.6533375589322883e-05, 'epoch': 0.3}
{'loss': 5.4775, 'grad_norm': 2.8119864463806152, 'learning_rate': 1.6528582993404266e-05, 'epoch': 0.3}
{'loss': 5.2446, 'grad_norm': 3.0385525226593018, 'learning_rate': 1.652378778258547e-05, 'epoch': 0.3}
{'loss': 5.4342, 'grad_norm': 3.1817896366119385, 'learning_rate': 1.6518989958787126e-05, 'epoch': 0.3}
{'loss': 5.0919, 'grad_norm': 2.219496726989746, 'learning_rate': 1.6514189523930913e-05, 'epoch': 0.3}
{'loss': 5.4111, 'grad_norm': 2.334693670272827, 'learning_rate': 1.6509386479939554e-05, 'epoch': 0.3}
{'loss': 5.2514, 'grad_norm': 2.4965760707855225, 'learning_rate': 1.650458082873682e-05, 'epoch': 0.3}
{'loss': 5.3503, 'grad_norm': 2.839949369430542, 'learning_rate': 1.6499772572247518e-05, 'epoch': 0.3}
{'loss': 5.2291, 'grad_norm': 2.620046854019165, 'learning_rate': 1.64949617123975e-05, 'epoch': 0.3}
{'loss': 5.6605, 'grad_norm': 3.9959716796875, 'learning_rate': 1.649014825111368e-05, 'epoch': 0.3}
{'loss': 5.3968, 'grad_norm': 3.0509798526763916, 'learning_rate': 1.6485332190323984e-05, 'epoch': 0.3}
{'loss': 5.2492, 'grad_norm': 2.7161309719085693, 'learning_rate': 1.64805135319574e-05, 'epoch': 0.3}
{'loss': 5.6014, 'grad_norm': 2.675266981124878, 'learning_rate': 1.647569227794395e-05, 'epoch': 0.3}
{'loss': 5.4528, 'grad_norm': 3.193297863006592, 'learning_rate': 1.64708684302147e-05, 'epoch': 0.3}
{'loss': 5.2875, 'grad_norm': 3.5053417682647705, 'learning_rate': 1.6466041990701743e-05, 'epoch': 0.3}
{'loss': 4.9664, 'grad_norm': 7.499818325042725, 'learning_rate': 1.646121296133822e-05, 'epoch': 0.3}
{'loss': 5.4484, 'grad_norm': 3.0201752185821533, 'learning_rate': 1.645638134405831e-05, 'epoch': 0.3}
{'loss': 5.4191, 'grad_norm': 3.4184868335723877, 'learning_rate': 1.6451547140797223e-05, 'epoch': 0.3}
{'loss': 5.2697, 'grad_norm': 2.6413800716400146, 'learning_rate': 1.6446710353491213e-05, 'epoch': 0.3}
{'loss': 5.1297, 'grad_norm': 2.8088810443878174, 'learning_rate': 1.6441870984077556e-05, 'epoch': 0.3}
{'loss': 5.3707, 'grad_norm': 3.576303005218506, 'learning_rate': 1.6437029034494574e-05, 'epoch': 0.3}
{'loss': 5.629, 'grad_norm': 3.1346662044525146, 'learning_rate': 1.6432184506681615e-05, 'epoch': 0.3}
{'loss': 5.534, 'grad_norm': 2.6276144981384277, 'learning_rate': 1.6427337402579065e-05, 'epoch': 0.3}
{'loss': 5.1129, 'grad_norm': 2.3877241611480713, 'learning_rate': 1.6422487724128343e-05, 'epoch': 0.3}
{'loss': 5.2598, 'grad_norm': 2.9130356311798096, 'learning_rate': 1.6417635473271893e-05, 'epoch': 0.3}
{'loss': 5.4452, 'grad_norm': 2.672661304473877, 'learning_rate': 1.6412780651953187e-05, 'epoch': 0.3}
{'loss': 5.6974, 'grad_norm': 2.469888210296631, 'learning_rate': 1.6407923262116736e-05, 'epoch': 0.3}
{'loss': 4.9436, 'grad_norm': 2.2758941650390625, 'learning_rate': 1.6403063305708076e-05, 'epoch': 0.3}
{'loss': 5.2012, 'grad_norm': 2.7032217979431152, 'learning_rate': 1.6398200784673773e-05, 'epoch': 0.3}
{'loss': 5.2688, 'grad_norm': 4.140435695648193, 'learning_rate': 1.639333570096141e-05, 'epoch': 0.3}
{'loss': 5.584, 'grad_norm': 2.494098663330078, 'learning_rate': 1.638846805651961e-05, 'epoch': 0.3}
{'loss': 5.2315, 'grad_norm': 2.930377244949341, 'learning_rate': 1.638359785329802e-05, 'epoch': 0.3}
{'loss': 5.3567, 'grad_norm': 2.4984402656555176, 'learning_rate': 1.6378725093247297e-05, 'epoch': 0.3}
{'loss': 5.4919, 'grad_norm': 3.2168281078338623, 'learning_rate': 1.637384977831914e-05, 'epoch': 0.3}
{'loss': 5.6122, 'grad_norm': 3.863842010498047, 'learning_rate': 1.636897191046626e-05, 'epoch': 0.3}
{'loss': 5.2751, 'grad_norm': 2.7557315826416016, 'learning_rate': 1.63640914916424e-05, 'epoch': 0.3}
{'loss': 5.155, 'grad_norm': 2.4872145652770996, 'learning_rate': 1.6359208523802308e-05, 'epoch': 0.3}
{'loss': 5.2997, 'grad_norm': 2.7544267177581787, 'learning_rate': 1.6354323008901774e-05, 'epoch': 0.3}
{'loss': 5.1918, 'grad_norm': 2.4447813034057617, 'learning_rate': 1.63494349488976e-05, 'epoch': 0.3}
{'loss': 4.9286, 'grad_norm': 3.4176347255706787, 'learning_rate': 1.63445443457476e-05, 'epoch': 0.3}
{'loss': 5.1641, 'grad_norm': 3.2054553031921387, 'learning_rate': 1.6339651201410613e-05, 'epoch': 0.3}
{'loss': 5.1541, 'grad_norm': 2.9776735305786133, 'learning_rate': 1.6334755517846496e-05, 'epoch': 0.31}
{'loss': 5.4714, 'grad_norm': 8.003913879394531, 'learning_rate': 1.632985729701612e-05, 'epoch': 0.31}
{'loss': 5.1973, 'grad_norm': 2.564842462539673, 'learning_rate': 1.6324956540881386e-05, 'epoch': 0.31}
{'loss': 5.329, 'grad_norm': 2.7637124061584473, 'learning_rate': 1.6320053251405187e-05, 'epoch': 0.31}
{'loss': 5.4852, 'grad_norm': 4.784509658813477, 'learning_rate': 1.6315147430551442e-05, 'epoch': 0.31}
{'loss': 5.5163, 'grad_norm': 4.043423652648926, 'learning_rate': 1.6310239080285088e-05, 'epoch': 0.31}
{'loss': 5.3944, 'grad_norm': 2.8392601013183594, 'learning_rate': 1.6305328202572078e-05, 'epoch': 0.31}
{'loss': 5.3697, 'grad_norm': 3.4108309745788574, 'learning_rate': 1.630041479937936e-05, 'epoch': 0.31}
{'loss': 5.519, 'grad_norm': 2.6304574012756348, 'learning_rate': 1.629549887267491e-05, 'epoch': 0.31}
{'loss': 5.4436, 'grad_norm': 3.1897923946380615, 'learning_rate': 1.6290580424427713e-05, 'epoch': 0.31}
{'loss': 5.5845, 'grad_norm': 3.7250478267669678, 'learning_rate': 1.628565945660775e-05, 'epoch': 0.31}
{'loss': 5.3596, 'grad_norm': 2.2990477085113525, 'learning_rate': 1.6280735971186033e-05, 'epoch': 0.31}
{'loss': 5.5313, 'grad_norm': 3.1119327545166016, 'learning_rate': 1.6275809970134565e-05, 'epoch': 0.31}
{'loss': 5.3801, 'grad_norm': 3.3735876083374023, 'learning_rate': 1.6270881455426358e-05, 'epoch': 0.31}
{'loss': 5.4976, 'grad_norm': 3.2620201110839844, 'learning_rate': 1.6265950429035445e-05, 'epoch': 0.31}
{'loss': 5.4171, 'grad_norm': 2.192218780517578, 'learning_rate': 1.6261016892936844e-05, 'epoch': 0.31}
{'loss': 5.0465, 'grad_norm': 2.7991130352020264, 'learning_rate': 1.6256080849106603e-05, 'epoch': 0.31}
{'loss': 5.4822, 'grad_norm': 2.6972832679748535, 'learning_rate': 1.6251142299521746e-05, 'epoch': 0.31}
{'loss': 5.218, 'grad_norm': 2.4462313652038574, 'learning_rate': 1.6246201246160327e-05, 'epoch': 0.31}
{'loss': 5.429, 'grad_norm': 2.569118022918701, 'learning_rate': 1.6241257691001386e-05, 'epoch': 0.31}
{'loss': 5.0348, 'grad_norm': 2.274235963821411, 'learning_rate': 1.623631163602497e-05, 'epoch': 0.31}
{'loss': 5.1941, 'grad_norm': 2.1206884384155273, 'learning_rate': 1.6231363083212128e-05, 'epoch': 0.31}
{'loss': 5.4978, 'grad_norm': 2.7383041381835938, 'learning_rate': 1.622641203454491e-05, 'epoch': 0.31}
{'loss': 5.6126, 'grad_norm': 5.077123641967773, 'learning_rate': 1.6221458492006367e-05, 'epoch': 0.31}
{'loss': 5.3098, 'grad_norm': 2.4750418663024902, 'learning_rate': 1.6216502457580542e-05, 'epoch': 0.31}
{'loss': 4.8946, 'grad_norm': 2.69783091545105, 'learning_rate': 1.621154393325248e-05, 'epoch': 0.31}
{'loss': 5.0125, 'grad_norm': 3.345987558364868, 'learning_rate': 1.6206582921008233e-05, 'epoch': 0.31}
{'loss': 5.2068, 'grad_norm': 2.201263427734375, 'learning_rate': 1.620161942283483e-05, 'epoch': 0.31}
{'loss': 5.3441, 'grad_norm': 3.9834961891174316, 'learning_rate': 1.619665344072031e-05, 'epoch': 0.31}
{'loss': 5.3678, 'grad_norm': 3.109710454940796, 'learning_rate': 1.6191684976653707e-05, 'epoch': 0.31}
{'loss': 5.2532, 'grad_norm': 2.8019564151763916, 'learning_rate': 1.6186714032625036e-05, 'epoch': 0.31}
{'loss': 5.2692, 'grad_norm': 2.6555824279785156, 'learning_rate': 1.6181740610625324e-05, 'epoch': 0.31}
{'loss': 5.5023, 'grad_norm': 4.187934875488281, 'learning_rate': 1.6176764712646575e-05, 'epoch': 0.31}
{'loss': 5.3854, 'grad_norm': 5.328878879547119, 'learning_rate': 1.617178634068179e-05, 'epoch': 0.31}
{'loss': 5.364, 'grad_norm': 3.1371052265167236, 'learning_rate': 1.6166805496724965e-05, 'epoch': 0.31}
{'loss': 5.2782, 'grad_norm': 3.446554660797119, 'learning_rate': 1.6161822182771084e-05, 'epoch': 0.31}
{'loss': 5.3422, 'grad_norm': 2.9791481494903564, 'learning_rate': 1.6156836400816112e-05, 'epoch': 0.31}
{'loss': 5.6477, 'grad_norm': 4.072649002075195, 'learning_rate': 1.6151848152857017e-05, 'epoch': 0.31}
{'loss': 5.2699, 'grad_norm': 3.2465453147888184, 'learning_rate': 1.6146857440891744e-05, 'epoch': 0.31}
{'loss': 5.3931, 'grad_norm': 2.63120698928833, 'learning_rate': 1.6141864266919228e-05, 'epoch': 0.31}
{'loss': 5.1571, 'grad_norm': 2.78607177734375, 'learning_rate': 1.613686863293939e-05, 'epoch': 0.31}
{'loss': 5.2258, 'grad_norm': 2.419477939605713, 'learning_rate': 1.6131870540953135e-05, 'epoch': 0.31}
{'loss': 5.2051, 'grad_norm': 3.1257073879241943, 'learning_rate': 1.6126869992962357e-05, 'epoch': 0.31}
{'loss': 5.4643, 'grad_norm': 3.7702770233154297, 'learning_rate': 1.6121866990969926e-05, 'epoch': 0.31}
{'loss': 5.3131, 'grad_norm': 4.011702537536621, 'learning_rate': 1.611686153697971e-05, 'epoch': 0.31}
{'loss': 5.3186, 'grad_norm': 2.5836777687072754, 'learning_rate': 1.611185363299654e-05, 'epoch': 0.31}
{'loss': 5.2256, 'grad_norm': 2.985090494155884, 'learning_rate': 1.6106843281026237e-05, 'epoch': 0.31}
{'loss': 5.2513, 'grad_norm': 2.4338951110839844, 'learning_rate': 1.6101830483075603e-05, 'epoch': 0.31}
{'loss': 5.1131, 'grad_norm': 2.791541814804077, 'learning_rate': 1.6096815241152427e-05, 'epoch': 0.31}
{'loss': 5.6734, 'grad_norm': 3.0014216899871826, 'learning_rate': 1.6091797557265455e-05, 'epoch': 0.31}
{'loss': 5.5877, 'grad_norm': 3.7447166442871094, 'learning_rate': 1.6086777433424435e-05, 'epoch': 0.31}
