  0%|                                                                                                                                                                                  | 0/5118 [00:00<?, ?it/s]/data/pangzs/miniconda3/envs/etchat/lib/python3.10/site-packages/torch/utils/checkpoint.py:429: UserWarning: torch.utils.checkpoint: please pass in use_reentrant=True or use_reentrant=False explicitly. The default value of use_reentrant will be updated to be False in the future. To maintain current behavior, pass use_reentrant=True. It is recommended that you use use_reentrant=False. Refer to docs for more details on the differences between the two variants.
  warnings.warn(
You are not running the flash-attention implementation, expect numerical differences.
                                                                                                                                                                                                                
{'loss': 6.1578, 'grad_norm': 0.0, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 3.7605, 'grad_norm': 2.00502610206604, 'learning_rate': 1.8824055927738706e-05, 'epoch': 0.18}
{'loss': 3.5444, 'grad_norm': 1.9274877309799194, 'learning_rate': 1.8821076549265246e-05, 'epoch': 0.18}
{'loss': 3.7281, 'grad_norm': 2.291722536087036, 'learning_rate': 1.8818093637676763e-05, 'epoch': 0.18}
{'loss': 3.4041, 'grad_norm': 1.6243425607681274, 'learning_rate': 1.8815107194168007e-05, 'epoch': 0.18}
{'loss': 3.421, 'grad_norm': 2.206210136413574, 'learning_rate': 1.8812117219935143e-05, 'epoch': 0.18}
{'loss': 3.382, 'grad_norm': 2.2347209453582764, 'learning_rate': 1.880912371617575e-05, 'epoch': 0.18}
{'loss': 3.6822, 'grad_norm': 2.5623486042022705, 'learning_rate': 1.8806126684088813e-05, 'epoch': 0.18}
{'loss': 3.3903, 'grad_norm': 2.059511184692383, 'learning_rate': 1.8803126124874748e-05, 'epoch': 0.18}
{'loss': 3.5813, 'grad_norm': 1.8956365585327148, 'learning_rate': 1.880012203973536e-05, 'epoch': 0.18}
{'loss': 3.5314, 'grad_norm': 1.7916761636734009, 'learning_rate': 1.879711442987388e-05, 'epoch': 0.18}
{'loss': 3.5774, 'grad_norm': 2.4330248832702637, 'learning_rate': 1.8794103296494954e-05, 'epoch': 0.18}
{'loss': 3.267, 'grad_norm': 1.723188042640686, 'learning_rate': 1.8791088640804634e-05, 'epoch': 0.18}
{'loss': 3.4259, 'grad_norm': 1.6304986476898193, 'learning_rate': 1.878807046401038e-05, 'epoch': 0.18}
{'loss': 3.3765, 'grad_norm': 2.1287310123443604, 'learning_rate': 1.878504876732107e-05, 'epoch': 0.18}
{'loss': 3.5876, 'grad_norm': 2.283738613128662, 'learning_rate': 1.878202355194698e-05, 'epoch': 0.19}
{'loss': 3.7089, 'grad_norm': 2.217575788497925, 'learning_rate': 1.877899481909981e-05, 'epoch': 0.19}
{'loss': 3.2111, 'grad_norm': 1.6271663904190063, 'learning_rate': 1.8775962569992662e-05, 'epoch': 0.19}
{'loss': 3.5286, 'grad_norm': 2.1433403491973877, 'learning_rate': 1.8772926805840036e-05, 'epoch': 0.19}
{'loss': 3.4647, 'grad_norm': 2.0215694904327393, 'learning_rate': 1.876988752785786e-05, 'epoch': 0.19}
{'loss': 3.4584, 'grad_norm': 1.869968295097351, 'learning_rate': 1.8766844737263456e-05, 'epoch': 0.19}
{'loss': 3.266, 'grad_norm': 1.8660184144973755, 'learning_rate': 1.8763798435275554e-05, 'epoch': 0.19}
{'loss': 3.2212, 'grad_norm': 1.6486989259719849, 'learning_rate': 1.8760748623114295e-05, 'epoch': 0.19}
{'loss': 3.2963, 'grad_norm': 1.8262786865234375, 'learning_rate': 1.8757695302001223e-05, 'epoch': 0.19}
{'loss': 3.5436, 'grad_norm': 3.8863754272460938, 'learning_rate': 1.8754638473159285e-05, 'epoch': 0.19}
{'loss': 3.5206, 'grad_norm': 1.8588942289352417, 'learning_rate': 1.875157813781284e-05, 'epoch': 0.19}
{'loss': 3.3018, 'grad_norm': 2.6472315788269043, 'learning_rate': 1.874851429718765e-05, 'epoch': 0.19}
{'loss': 3.547, 'grad_norm': 1.9460673332214355, 'learning_rate': 1.8745446952510868e-05, 'epoch': 0.19}
{'loss': 3.3851, 'grad_norm': 2.0429391860961914, 'learning_rate': 1.8742376105011072e-05, 'epoch': 0.19}
{'loss': 3.4994, 'grad_norm': 2.8813867568969727, 'learning_rate': 1.873930175591822e-05, 'epoch': 0.19}
{'loss': 3.451, 'grad_norm': 1.664891242980957, 'learning_rate': 1.8736223906463698e-05, 'epoch': 0.19}
{'loss': 3.6737, 'grad_norm': 4.159458637237549, 'learning_rate': 1.873314255788027e-05, 'epoch': 0.19}
{'loss': 3.3318, 'grad_norm': 2.628342866897583, 'learning_rate': 1.8730057711402113e-05, 'epoch': 0.19}
{'loss': 3.3501, 'grad_norm': 2.193511724472046, 'learning_rate': 1.872696936826481e-05, 'epoch': 0.19}
{'loss': 3.237, 'grad_norm': 2.0113279819488525, 'learning_rate': 1.872387752970533e-05, 'epoch': 0.19}
{'loss': 3.2678, 'grad_norm': 1.6438615322113037, 'learning_rate': 1.8720782196962055e-05, 'epoch': 0.19}
{'loss': 3.221, 'grad_norm': 2.120952844619751, 'learning_rate': 1.8717683371274763e-05, 'epoch': 0.19}
{'loss': 3.4595, 'grad_norm': 1.902618646621704, 'learning_rate': 1.8714581053884628e-05, 'epoch': 0.19}
{'loss': 3.5356, 'grad_norm': 2.153365135192871, 'learning_rate': 1.871147524603422e-05, 'epoch': 0.19}
{'loss': 3.3053, 'grad_norm': 1.5548899173736572, 'learning_rate': 1.870836594896752e-05, 'epoch': 0.19}
{'loss': 3.2335, 'grad_norm': 1.7411434650421143, 'learning_rate': 1.8705253163929895e-05, 'epoch': 0.19}
{'loss': 3.4689, 'grad_norm': 2.2235348224639893, 'learning_rate': 1.870213689216811e-05, 'epoch': 0.19}
{'loss': 3.6725, 'grad_norm': 2.235032796859741, 'learning_rate': 1.8699017134930327e-05, 'epoch': 0.19}
{'loss': 3.4487, 'grad_norm': 1.578852653503418, 'learning_rate': 1.869589389346611e-05, 'epoch': 0.19}
{'loss': 3.4835, 'grad_norm': 1.6345797777175903, 'learning_rate': 1.8692767169026415e-05, 'epoch': 0.19}
{'loss': 3.5017, 'grad_norm': 1.885553002357483, 'learning_rate': 1.8689636962863588e-05, 'epoch': 0.19}
{'loss': 3.1531, 'grad_norm': 1.8070670366287231, 'learning_rate': 1.8686503276231372e-05, 'epoch': 0.19}
{'loss': 3.3725, 'grad_norm': 1.8916715383529663, 'learning_rate': 1.8683366110384912e-05, 'epoch': 0.19}
{'loss': 3.4218, 'grad_norm': 1.998023271560669, 'learning_rate': 1.868022546658074e-05, 'epoch': 0.19}
{'loss': 3.2711, 'grad_norm': 1.7218929529190063, 'learning_rate': 1.8677081346076777e-05, 'epoch': 0.19}
{'loss': 3.3996, 'grad_norm': 2.4625637531280518, 'learning_rate': 1.8673933750132342e-05, 'epoch': 0.19}
{'loss': 3.5918, 'grad_norm': 1.6888465881347656, 'learning_rate': 1.8670782680008145e-05, 'epoch': 0.19}
{'loss': 3.4778, 'grad_norm': 1.8464453220367432, 'learning_rate': 1.866762813696629e-05, 'epoch': 0.19}
{'loss': 3.2111, 'grad_norm': 2.538295269012451, 'learning_rate': 1.866447012227026e-05, 'epoch': 0.19}
{'loss': 3.3757, 'grad_norm': 1.6790111064910889, 'learning_rate': 1.8661308637184955e-05, 'epoch': 0.19}
{'loss': 3.4855, 'grad_norm': 3.4379193782806396, 'learning_rate': 1.8658143682976636e-05, 'epoch': 0.19}
{'loss': 3.3724, 'grad_norm': 3.156618118286133, 'learning_rate': 1.8654975260912963e-05, 'epoch': 0.19}
{'loss': 3.4687, 'grad_norm': 1.7201961278915405, 'learning_rate': 1.8651803372263e-05, 'epoch': 0.19}
{'loss': 3.3008, 'grad_norm': 2.2471141815185547, 'learning_rate': 1.864862801829717e-05, 'epoch': 0.19}
{'loss': 3.5167, 'grad_norm': 1.5548497438430786, 'learning_rate': 1.8645449200287317e-05, 'epoch': 0.19}
{'loss': 3.3699, 'grad_norm': 1.9983458518981934, 'learning_rate': 1.8642266919506644e-05, 'epoch': 0.19}
{'loss': 3.4637, 'grad_norm': 1.9955979585647583, 'learning_rate': 1.8639081177229763e-05, 'epoch': 0.19}
{'loss': 3.2228, 'grad_norm': 2.7595744132995605, 'learning_rate': 1.8635891974732655e-05, 'epoch': 0.19}
{'loss': 3.2868, 'grad_norm': 2.487527847290039, 'learning_rate': 1.8632699313292702e-05, 'epoch': 0.19}
{'loss': 3.3188, 'grad_norm': 1.5640658140182495, 'learning_rate': 1.8629503194188652e-05, 'epoch': 0.19}
{'loss': 3.6087, 'grad_norm': 1.8128688335418701, 'learning_rate': 1.8626303618700664e-05, 'epoch': 0.19}
{'loss': 3.4402, 'grad_norm': 1.6925119161605835, 'learning_rate': 1.862310058811026e-05, 'epoch': 0.19}
{'loss': 3.5041, 'grad_norm': 1.850691556930542, 'learning_rate': 1.8619894103700354e-05, 'epoch': 0.2}
{'loss': 3.499, 'grad_norm': 1.3999263048171997, 'learning_rate': 1.861668416675524e-05, 'epoch': 0.2}
/data/pangzs/miniconda3/envs/etchat/lib/python3.10/site-packages/torch/utils/checkpoint.py:429: UserWarning: torch.utils.checkpoint: please pass in use_reentrant=True or use_reentrant=False explicitly. The default value of use_reentrant will be updated to be False in the future. To maintain current behavior, pass use_reentrant=True. It is recommended that you use use_reentrant=False. Refer to docs for more details on the differences between the two variants.
  warnings.warn(
                                                                                                                                                                                                                
{'loss': 3.6854, 'grad_norm': 2.6237823963165283, 'learning_rate': 1.86134707785606e-05, 'epoch': 0.2}
{'loss': 3.5862, 'grad_norm': 3.012995719909668, 'learning_rate': 1.86102539404035e-05, 'epoch': 0.2}
{'loss': 3.1366, 'grad_norm': 2.8465933799743652, 'learning_rate': 1.860703365357238e-05, 'epoch': 0.2}
{'loss': 3.184, 'grad_norm': 1.5484527349472046, 'learning_rate': 1.8603809919357063e-05, 'epoch': 0.2}
{'loss': 3.5701, 'grad_norm': 2.0999209880828857, 'learning_rate': 1.8600582739048752e-05, 'epoch': 0.2}
{'loss': 3.6909, 'grad_norm': 2.5907633304595947, 'learning_rate': 1.859735211394004e-05, 'epoch': 0.2}
{'loss': 3.4571, 'grad_norm': 1.6728328466415405, 'learning_rate': 1.859411804532489e-05, 'epoch': 0.2}
{'loss': 3.7107, 'grad_norm': 2.5964319705963135, 'learning_rate': 1.8590880534498644e-05, 'epoch': 0.2}
{'loss': 3.4457, 'grad_norm': 2.1032562255859375, 'learning_rate': 1.8587639582758032e-05, 'epoch': 0.2}
{'loss': 3.5361, 'grad_norm': 2.140716791152954, 'learning_rate': 1.858439519140115e-05, 'epoch': 0.2}
{'loss': 3.5887, 'grad_norm': 1.8595404624938965, 'learning_rate': 1.858114736172748e-05, 'epoch': 0.2}
{'loss': 3.4097, 'grad_norm': 1.506506085395813, 'learning_rate': 1.8577896095037875e-05, 'epoch': 0.2}
{'loss': 3.432, 'grad_norm': 1.9123555421829224, 'learning_rate': 1.8574641392634573e-05, 'epoch': 0.2}
{'loss': 3.4398, 'grad_norm': 1.7274867296218872, 'learning_rate': 1.857138325582118e-05, 'epoch': 0.2}
{'loss': 3.3329, 'grad_norm': 1.872300624847412, 'learning_rate': 1.8568121685902683e-05, 'epoch': 0.2}
{'loss': 3.4073, 'grad_norm': 2.056070327758789, 'learning_rate': 1.856485668418544e-05, 'epoch': 0.2}
{'loss': 4.0012, 'grad_norm': 2.3517520427703857, 'learning_rate': 1.856158825197719e-05, 'epoch': 0.2}
{'loss': 3.5244, 'grad_norm': 1.844037652015686, 'learning_rate': 1.8558316390587036e-05, 'epoch': 0.2}
{'loss': 3.3238, 'grad_norm': 1.8684033155441284, 'learning_rate': 1.8555041101325466e-05, 'epoch': 0.2}
{'loss': 3.4979, 'grad_norm': 1.832789421081543, 'learning_rate': 1.855176238550433e-05, 'epoch': 0.2}
{'loss': 3.3813, 'grad_norm': 1.8708124160766602, 'learning_rate': 1.8548480244436855e-05, 'epoch': 0.2}
{'loss': 3.6113, 'grad_norm': 1.521772861480713, 'learning_rate': 1.8545194679437646e-05, 'epoch': 0.2}
{'loss': 3.1151, 'grad_norm': 1.935099720954895, 'learning_rate': 1.8541905691822667e-05, 'epoch': 0.2}
{'loss': 3.3534, 'grad_norm': 1.7119803428649902, 'learning_rate': 1.8538613282909263e-05, 'epoch': 0.2}
{'loss': 3.4477, 'grad_norm': 1.8928066492080688, 'learning_rate': 1.853531745401615e-05, 'epoch': 0.2}
{'loss': 3.4859, 'grad_norm': 2.3275527954101562, 'learning_rate': 1.8532018206463404e-05, 'epoch': 0.2}
{'loss': 3.2818, 'grad_norm': 1.877529263496399, 'learning_rate': 1.8528715541572475e-05, 'epoch': 0.2}
{'loss': 3.2309, 'grad_norm': 1.8290632963180542, 'learning_rate': 1.852540946066619e-05, 'epoch': 0.2}
{'loss': 3.4216, 'grad_norm': 2.3995697498321533, 'learning_rate': 1.852209996506873e-05, 'epoch': 0.2}
{'loss': 3.282, 'grad_norm': 1.9315065145492554, 'learning_rate': 1.851878705610565e-05, 'epoch': 0.2}
{'loss': 3.4604, 'grad_norm': 2.090085029602051, 'learning_rate': 1.8515470735103883e-05, 'epoch': 0.2}
{'loss': 3.4314, 'grad_norm': 2.1156327724456787, 'learning_rate': 1.8512151003391708e-05, 'epoch': 0.2}
{'loss': 3.5078, 'grad_norm': 2.0970983505249023, 'learning_rate': 1.8508827862298783e-05, 'epoch': 0.2}
{'loss': 3.5013, 'grad_norm': 2.294344663619995, 'learning_rate': 1.8505501313156135e-05, 'epoch': 0.2}
{'loss': 3.406, 'grad_norm': 1.8592618703842163, 'learning_rate': 1.8502171357296144e-05, 'epoch': 0.2}
{'loss': 3.2117, 'grad_norm': 2.02250337600708, 'learning_rate': 1.8498837996052563e-05, 'epoch': 0.2}
{'loss': 3.5342, 'grad_norm': 1.5673140287399292, 'learning_rate': 1.8495501230760505e-05, 'epoch': 0.2}
{'loss': 3.1598, 'grad_norm': 2.2056386470794678, 'learning_rate': 1.849216106275645e-05, 'epoch': 0.2}
{'loss': 3.3558, 'grad_norm': 2.21925950050354, 'learning_rate': 1.8488817493378238e-05, 'epoch': 0.2}
{'loss': 3.4635, 'grad_norm': 2.6396491527557373, 'learning_rate': 1.8485470523965073e-05, 'epoch': 0.2}
{'loss': 3.5887, 'grad_norm': 1.9243162870407104, 'learning_rate': 1.8482120155857517e-05, 'epoch': 0.2}
{'loss': 3.2565, 'grad_norm': 2.2149784564971924, 'learning_rate': 1.8478766390397503e-05, 'epoch': 0.2}
{'loss': 3.2867, 'grad_norm': 1.646174430847168, 'learning_rate': 1.8475409228928314e-05, 'epoch': 0.2}
{'loss': 3.7276, 'grad_norm': 3.031264543533325, 'learning_rate': 1.8472048672794597e-05, 'epoch': 0.2}
{'loss': 3.4384, 'grad_norm': 2.0038235187530518, 'learning_rate': 1.846868472334236e-05, 'epoch': 0.2}
{'loss': 3.4892, 'grad_norm': 2.450335741043091, 'learning_rate': 1.8465317381918968e-05, 'epoch': 0.2}
{'loss': 3.4041, 'grad_norm': 2.1227190494537354, 'learning_rate': 1.8461946649873146e-05, 'epoch': 0.2}
{'loss': 3.4462, 'grad_norm': 1.5784753561019897, 'learning_rate': 1.845857252855498e-05, 'epoch': 0.2}
{'loss': 3.6487, 'grad_norm': 2.1012392044067383, 'learning_rate': 1.845519501931591e-05, 'epoch': 0.2}
{'loss': 3.717, 'grad_norm': 2.55360746383667, 'learning_rate': 1.845181412350873e-05, 'epoch': 0.21}
{'loss': 3.5393, 'grad_norm': 1.9195590019226074, 'learning_rate': 1.8448429842487593e-05, 'epoch': 0.21}
{'loss': 3.9263, 'grad_norm': 1.6711822748184204, 'learning_rate': 1.844504217760801e-05, 'epoch': 0.21}
{'loss': 3.284, 'grad_norm': 1.6500532627105713, 'learning_rate': 1.844165113022685e-05, 'epoch': 0.21}
{'loss': 3.3219, 'grad_norm': 1.785788893699646, 'learning_rate': 1.8438256701702326e-05, 'epoch': 0.21}
{'loss': 3.2505, 'grad_norm': 1.5997165441513062, 'learning_rate': 1.8434858893394015e-05, 'epoch': 0.21}
{'loss': 3.3532, 'grad_norm': 1.9095524549484253, 'learning_rate': 1.843145770666285e-05, 'epoch': 0.21}
{'loss': 3.4775, 'grad_norm': 1.6992260217666626, 'learning_rate': 1.8428053142871106e-05, 'epoch': 0.21}
{'loss': 3.5444, 'grad_norm': 2.0079615116119385, 'learning_rate': 1.8424645203382415e-05, 'epoch': 0.21}
{'loss': 3.4677, 'grad_norm': 1.9107587337493896, 'learning_rate': 1.8421233889561766e-05, 'epoch': 0.21}
{'loss': 3.3959, 'grad_norm': 1.7448370456695557, 'learning_rate': 1.8417819202775497e-05, 'epoch': 0.21}
{'loss': 3.4195, 'grad_norm': 1.5806291103363037, 'learning_rate': 1.8414401144391288e-05, 'epoch': 0.21}
{'loss': 3.6379, 'grad_norm': 1.8618199825286865, 'learning_rate': 1.841097971577819e-05, 'epoch': 0.21}
{'loss': 3.4936, 'grad_norm': 1.6365268230438232, 'learning_rate': 1.8407554918306583e-05, 'epoch': 0.21}
{'loss': 3.4036, 'grad_norm': 1.6285959482192993, 'learning_rate': 1.840412675334821e-05, 'epoch': 0.21}
{'loss': 3.3265, 'grad_norm': 1.872773289680481, 'learning_rate': 1.840069522227615e-05, 'epoch': 0.21}
{'loss': 3.473, 'grad_norm': 1.5401686429977417, 'learning_rate': 1.8397260326464843e-05, 'epoch': 0.21}
{'loss': 3.4479, 'grad_norm': 2.4116663932800293, 'learning_rate': 1.839382206729007e-05, 'epoch': 0.21}
{'loss': 3.3591, 'grad_norm': 2.4376184940338135, 'learning_rate': 1.8390380446128965e-05, 'epoch': 0.21}
{'loss': 3.3385, 'grad_norm': 1.6526449918746948, 'learning_rate': 1.8386935464359997e-05, 'epoch': 0.21}
{'loss': 3.4414, 'grad_norm': 1.7277497053146362, 'learning_rate': 1.8383487123362992e-05, 'epoch': 0.21}
{'loss': 3.5985, 'grad_norm': 2.321089267730713, 'learning_rate': 1.8380035424519116e-05, 'epoch': 0.21}
{'loss': 3.8998, 'grad_norm': 1.9607608318328857, 'learning_rate': 1.8376580369210882e-05, 'epoch': 0.21}
{'loss': 3.381, 'grad_norm': 1.5508595705032349, 'learning_rate': 1.837312195882215e-05, 'epoch': 0.21}
{'loss': 3.6027, 'grad_norm': 2.186004638671875, 'learning_rate': 1.8369660194738118e-05, 'epoch': 0.21}
{'loss': 3.1156, 'grad_norm': 1.5656229257583618, 'learning_rate': 1.8366195078345327e-05, 'epoch': 0.21}
{'loss': 3.4106, 'grad_norm': 1.5215740203857422, 'learning_rate': 1.836272661103167e-05, 'epoch': 0.21}
{'loss': 3.5589, 'grad_norm': 2.4646453857421875, 'learning_rate': 1.8359254794186368e-05, 'epoch': 0.21}
{'loss': 3.4896, 'grad_norm': 2.1302478313446045, 'learning_rate': 1.83557796292e-05, 'epoch': 0.21}
{'loss': 3.6033, 'grad_norm': 1.943497896194458, 'learning_rate': 1.8352301117464476e-05, 'epoch': 0.21}
{'loss': 3.6822, 'grad_norm': 1.8904861211776733, 'learning_rate': 1.834881926037304e-05, 'epoch': 0.21}
{'loss': 3.441, 'grad_norm': 1.7558704614639282, 'learning_rate': 1.8345334059320294e-05, 'epoch': 0.21}
{'loss': 3.3581, 'grad_norm': 1.7997437715530396, 'learning_rate': 1.8341845515702164e-05, 'epoch': 0.21}
{'loss': 3.4092, 'grad_norm': 1.8659898042678833, 'learning_rate': 1.8338353630915918e-05, 'epoch': 0.21}
{'loss': 3.4611, 'grad_norm': 2.2192625999450684, 'learning_rate': 1.8334858406360168e-05, 'epoch': 0.21}
{'loss': 3.7256, 'grad_norm': 1.8409817218780518, 'learning_rate': 1.833135984343486e-05, 'epoch': 0.21}
{'loss': 3.6818, 'grad_norm': 1.7296706438064575, 'learning_rate': 1.8327857943541273e-05, 'epoch': 0.21}
{'loss': 3.2564, 'grad_norm': 1.550602912902832, 'learning_rate': 1.8324352708082033e-05, 'epoch': 0.21}
{'loss': 3.5691, 'grad_norm': 3.265005588531494, 'learning_rate': 1.832084413846109e-05, 'epoch': 0.21}
{'loss': 3.2272, 'grad_norm': 3.231616258621216, 'learning_rate': 1.8317332236083738e-05, 'epoch': 0.21}
{'loss': 3.5327, 'grad_norm': 1.8386504650115967, 'learning_rate': 1.8313817002356602e-05, 'epoch': 0.21}
{'loss': 3.4009, 'grad_norm': 1.8295613527297974, 'learning_rate': 1.8310298438687645e-05, 'epoch': 0.21}
{'loss': 3.4315, 'grad_norm': 2.015963315963745, 'learning_rate': 1.8306776546486155e-05, 'epoch': 0.21}
{'loss': 3.342, 'grad_norm': 1.5810632705688477, 'learning_rate': 1.8303251327162763e-05, 'epoch': 0.21}
{'loss': 3.1848, 'grad_norm': 1.3662995100021362, 'learning_rate': 1.8299722782129428e-05, 'epoch': 0.21}
{'loss': 3.3656, 'grad_norm': 1.4923654794692993, 'learning_rate': 1.8296190912799444e-05, 'epoch': 0.21}
{'loss': 3.5527, 'grad_norm': 1.6130731105804443, 'learning_rate': 1.829265572058743e-05, 'epoch': 0.21}
{'loss': 3.3876, 'grad_norm': 1.586984395980835, 'learning_rate': 1.8289117206909347e-05, 'epoch': 0.21}
{'loss': 3.5358, 'grad_norm': 1.7213973999023438, 'learning_rate': 1.8285575373182474e-05, 'epoch': 0.21}
{'loss': 3.4378, 'grad_norm': 1.7511202096939087, 'learning_rate': 1.8282030220825424e-05, 'epoch': 0.21}
{'loss': 3.3968, 'grad_norm': 1.9160284996032715, 'learning_rate': 1.8278481751258145e-05, 'epoch': 0.21}
{'loss': 3.1396, 'grad_norm': 1.635069727897644, 'learning_rate': 1.8274929965901905e-05, 'epoch': 0.22}
{'loss': 3.571, 'grad_norm': 2.125504493713379, 'learning_rate': 1.827137486617931e-05, 'epoch': 0.22}
{'loss': 3.1732, 'grad_norm': 1.7256461381912231, 'learning_rate': 1.8267816453514283e-05, 'epoch': 0.22}
{'loss': 3.519, 'grad_norm': 2.0564308166503906, 'learning_rate': 1.8264254729332083e-05, 'epoch': 0.22}
{'loss': 3.3563, 'grad_norm': 1.902160406112671, 'learning_rate': 1.8260689695059285e-05, 'epoch': 0.22}
{'loss': 3.5209, 'grad_norm': 2.180767059326172, 'learning_rate': 1.8257121352123803e-05, 'epoch': 0.22}
{'loss': 3.6615, 'grad_norm': 2.0930590629577637, 'learning_rate': 1.8253549701954863e-05, 'epoch': 0.22}
{'loss': 3.1806, 'grad_norm': 1.666497826576233, 'learning_rate': 1.8249974745983023e-05, 'epoch': 0.22}
{'loss': 3.6448, 'grad_norm': 2.404360294342041, 'learning_rate': 1.8246396485640168e-05, 'epoch': 0.22}
{'loss': 3.2309, 'grad_norm': 1.8240419626235962, 'learning_rate': 1.82428149223595e-05, 'epoch': 0.22}
{'loss': 3.5243, 'grad_norm': 2.17215895652771, 'learning_rate': 1.8239230057575542e-05, 'epoch': 0.22}
{'loss': 3.2958, 'grad_norm': 1.9408648014068604, 'learning_rate': 1.823564189272415e-05, 'epoch': 0.22}
{'loss': 3.1052, 'grad_norm': 1.6438722610473633, 'learning_rate': 1.8232050429242495e-05, 'epoch': 0.22}
{'loss': 3.4206, 'grad_norm': 2.154982805252075, 'learning_rate': 1.8228455668569065e-05, 'epoch': 0.22}
{'loss': 3.4688, 'grad_norm': 2.0891776084899902, 'learning_rate': 1.8224857612143675e-05, 'epoch': 0.22}
{'loss': 3.7844, 'grad_norm': 2.4818036556243896, 'learning_rate': 1.822125626140746e-05, 'epoch': 0.22}
{'loss': 3.3702, 'grad_norm': 2.42714786529541, 'learning_rate': 1.8217651617802873e-05, 'epoch': 0.22}
{'loss': 3.2017, 'grad_norm': 2.187709093093872, 'learning_rate': 1.8214043682773685e-05, 'epoch': 0.22}
{'loss': 3.6619, 'grad_norm': 1.7542890310287476, 'learning_rate': 1.8210432457764982e-05, 'epoch': 0.22}
{'loss': 3.32, 'grad_norm': 2.026978015899658, 'learning_rate': 1.8206817944223178e-05, 'epoch': 0.22}
{'loss': 3.5017, 'grad_norm': 1.5708976984024048, 'learning_rate': 1.8203200143595993e-05, 'epoch': 0.22}
{'loss': 3.4509, 'grad_norm': 2.2373969554901123, 'learning_rate': 1.8199579057332472e-05, 'epoch': 0.22}
{'loss': 3.544, 'grad_norm': 1.831271767616272, 'learning_rate': 1.8195954686882972e-05, 'epoch': 0.22}
{'loss': 3.5032, 'grad_norm': 1.6793464422225952, 'learning_rate': 1.8192327033699168e-05, 'epoch': 0.22}
{'loss': 3.6213, 'grad_norm': 1.9587923288345337, 'learning_rate': 1.8188696099234036e-05, 'epoch': 0.22}
{'loss': 3.5838, 'grad_norm': 2.1881182193756104, 'learning_rate': 1.8185061884941893e-05, 'epoch': 0.22}
{'loss': 3.7157, 'grad_norm': 2.806645631790161, 'learning_rate': 1.8181424392278347e-05, 'epoch': 0.22}
{'loss': 3.3203, 'grad_norm': 1.5260004997253418, 'learning_rate': 1.8177783622700328e-05, 'epoch': 0.22}
{'loss': 3.3161, 'grad_norm': 1.6400684118270874, 'learning_rate': 1.8174139577666078e-05, 'epoch': 0.22}
{'loss': 3.3634, 'grad_norm': 1.7393410205841064, 'learning_rate': 1.8170492258635147e-05, 'epoch': 0.22}
{'loss': 3.2805, 'grad_norm': 1.9204444885253906, 'learning_rate': 1.8166841667068403e-05, 'epoch': 0.22}
{'loss': 3.531, 'grad_norm': 1.6462454795837402, 'learning_rate': 1.816318780442802e-05, 'epoch': 0.22}
{'loss': 3.5062, 'grad_norm': 2.475895881652832, 'learning_rate': 1.8159530672177486e-05, 'epoch': 0.22}
{'loss': 3.213, 'grad_norm': 1.8407524824142456, 'learning_rate': 1.815587027178159e-05, 'epoch': 0.22}
{'loss': 3.5747, 'grad_norm': 1.8395055532455444, 'learning_rate': 1.8152206604706445e-05, 'epoch': 0.22}
{'loss': 3.5427, 'grad_norm': 2.511707067489624, 'learning_rate': 1.8148539672419457e-05, 'epoch': 0.22}
{'loss': 3.3616, 'grad_norm': 1.6866741180419922, 'learning_rate': 1.8144869476389342e-05, 'epoch': 0.22}
{'loss': 3.6023, 'grad_norm': 2.7081458568573, 'learning_rate': 1.8141196018086136e-05, 'epoch': 0.22}
{'loss': 3.1226, 'grad_norm': 1.6003838777542114, 'learning_rate': 1.8137519298981172e-05, 'epoch': 0.22}
{'loss': 3.2707, 'grad_norm': 1.8195314407348633, 'learning_rate': 1.8133839320547085e-05, 'epoch': 0.22}
{'loss': 3.5779, 'grad_norm': 1.8882395029067993, 'learning_rate': 1.8130156084257824e-05, 'epoch': 0.22}
{'loss': 3.511, 'grad_norm': 2.189185857772827, 'learning_rate': 1.8126469591588643e-05, 'epoch': 0.22}
{'loss': 3.6599, 'grad_norm': 2.1289865970611572, 'learning_rate': 1.8122779844016088e-05, 'epoch': 0.22}
{'loss': 3.3143, 'grad_norm': 1.7869725227355957, 'learning_rate': 1.8119086843018024e-05, 'epoch': 0.22}
{'loss': 3.3529, 'grad_norm': 1.6986241340637207, 'learning_rate': 1.8115390590073612e-05, 'epoch': 0.22}
{'loss': 3.1343, 'grad_norm': 1.8140507936477661, 'learning_rate': 1.8111691086663316e-05, 'epoch': 0.22}
{'loss': 3.3917, 'grad_norm': 2.711573839187622, 'learning_rate': 1.81079883342689e-05, 'epoch': 0.22}
{'loss': 3.1273, 'grad_norm': 1.8300561904907227, 'learning_rate': 1.8104282334373428e-05, 'epoch': 0.22}
{'loss': 3.5554, 'grad_norm': 2.2463831901550293, 'learning_rate': 1.8100573088461275e-05, 'epoch': 0.22}
{'loss': 3.3091, 'grad_norm': 1.8028640747070312, 'learning_rate': 1.809686059801811e-05, 'epoch': 0.22}
{'loss': 3.3425, 'grad_norm': 2.0320911407470703, 'learning_rate': 1.809314486453089e-05, 'epoch': 0.22}
{'loss': 3.7365, 'grad_norm': 2.306964635848999, 'learning_rate': 1.8089425889487894e-05, 'epoch': 0.23}
